"","cluster","SLC16A7+","Ionocytes","Brush+PNEC","FOXJ1hi/TUBB4Blo","Ciliated","Secretory","Basal"
"193","DPY19L1",46.1142244010677,7.33885685854539,11.7144124490067,165.717813393703,38.9087060817745,19.5436075164595,34.442816170822
"194","CENPM",22.7942242265177,39.652546811708,11.1501411103653,83.3439429946099,34.0536764549617,19.1922124931821,12.1105305937913
"195","ACTL6A",15.1989113579543,22.4893155371631,30.3692239925436,93.595363137526,28.1091931866337,19.3734123704244,32.6795667001074
"196","GADD45B",10.2185612329383,81.1736100228033,17.6823772502188,110.978050556835,23.4475669127308,59.3214354504608,14.7224862177056
"197","KIAA0895",10.6974652768147,10.6974652768147,29.9158715676763,158.350540181089,41.8041330546539,14.8101769226999,14.0570639780868
"198","TAF11",29.8354315976964,5.82788967468495,37.3397751867991,54.9161774786091,24.6579089042351,30.5399222479928,26.6156510648567
"199","TCF19",57.2352176708935,10.4406647657957,10.4406647657957,146.090921883344,20.104720736454,21.8992302135098,24.9153130277686
"200","DBF4",26.7586870908137,11.7972459522046,18.8309715682194,133.921945250389,24.1445934223268,20.1430950477452,29.7217030261299
"201","AZGP1",0.764190034718204,0.764190034718204,193.982364353985,3.2248740723219,0.922366261140319,0.844220576446602,0.842851357867725
"202","CRYM",3.70021553908377,3.70021553908377,124.731678047854,15.5031359189363,5.35329851312787,7.69133893612143,4.09445439759263
"203","ASCL2",5.92793140098567,5.92793140098567,121.965515023574,5.92793140098567,9.30354014685506,9.16095115878331,7.45767827263844
"204","LRMP",6.77773138075041,15.5744246698493,139.746962293512,2.42966252125936,2.65795979190456,6.80443230308028,5.55227296531293
"205","NOS2",16.6730770540251,7.87299416060143,131.638302362186,7.87299416060143,8.4339329133259,7.87299416060143,9.11407097415468
"206","NREP",0.427738671117574,5.6500693408739,125.53241389208,0.427738671117574,0.580623129181388,0.730918940975547,0.711500237240674
"207","ASCL1",24.1996294758326,7.54445908406354,34.1619410346123,7.54445908406354,7.92530137295924,9.75398422960935,7.95987129855735
"208","HOMER3",7.80033552656205,16.8062775593188,109.969190370573,2.50549679066768,8.30230019201569,13.924536034534,24.4087244809559
"209","INPP5B",21.6805671030962,14.5021733993527,143.453626088991,30.40410118367,16.1490034145032,14.7695318004527,5.93853256930282
"210","IL1B",12.7242726865431,12.7242726865431,93.5202665711565,12.7242726865431,13.7929035084191,14.3830444977443,25.1791440815034
"211","FGF1",25.7959398688438,17.2150842199413,36.8454940675299,17.2150842199413,19.7874565205132,17.2150842199413,17.2150842199413
"212","COLCA2",25.0490439307144,3.60783528842852,103.517659050722,15.1160818224908,20.0336529580496,11.3053313159352,8.91489979642979
"213","TUBB2B",9.35745722325371,9.35745722325371,122.824691615653,9.35745722325371,9.35745722325371,13.4198010359006,9.35745722325371
"214","MYC",6.23425732177646,22.1704979193645,147.588963907028,6.23425732177646,7.3615700611689,16.461210958158,30.036043707971
